code 0x2C86 -> data 0xB20C  "אין לך"
code 0x4E8D -> data 0x7CC8  "כספך אינו"
code 0x4EA9 -> data 0x7349  "האם אתה מעונין למ"
code 0x4EE1 -> data 0xB800  "לא ניתן לנסוע"
code 0x4F64 -> data 0xBAE8  "ה מ ש ח ק   ה ס ת י ם  ! "
code 0x5008 -> data 0xC769  "חזכPH"
code 0x5023 -> data 0x76E8  ", אם תמכור לו"
code 0x5095 -> data 0x7AE8  "קנית !!"
code 0x50E8 -> data 0xC845  "חזכW"
code 0x50EA -> data 0x88E8  "ץGי6"
code 0x50F5 -> data 0x7AE8  "קנית !!"
code 0x50FF -> data 0xC75B  "וזכG"
code 0x513B -> data 0xBAD5  "הנזק שנגר"
code 0x5152 -> data 0xBC7D  "רביעי"
code 0x5187 -> data 0x9094  "מצאת מטמ"
code 0x519E -> data 0xAFE0  "ולא תוכל להג"
code 0x51B3 -> data 0xB7BA  "מצרי"
code 0x51E4 -> data 0xB800  "לא ניתן לנסוע"
code 0x51EA -> data 0x82BC  "~םLל"
code 0x51FF -> data 0x88C7  "~םLLז"
code 0x5232 -> data 0x74E8  "לכל טון של"
code 0x5233 -> data 0xB975  "שבוע "
code 0x523C -> data 0x6DE8  "~ם שקל נלקחו "
code 0x52C0 -> data 0x7CC8  "כספך אינו"
code 0x52E1 -> data 0x7349  "האם אתה מעונין למ"
code 0x5307 -> data 0x8E02  "שווי הנזק "
code 0x5391 -> data 0xB817  "בשעה כה מאוחרת"
code 0x53BF -> data 0x9FD0  "עקב תנאי הראות הגרו"
code 0x53DA -> data 0xBA46  "עד מחר"
code 0x53F4 -> data 0xBA2C  "היום - תאלץ להמתי"
code 0x544B -> data 0xB984  "  לסיום המשח"
code 0x5462 -> data 0xB7BA  "מצרי"
code 0x547C -> data 0xB7BA  "מצרי"
code 0x5495 -> data 0xB98B  "  לסי"
code 0x5496 -> data 0xB7BA  "מצרי"
code 0x54AF -> data 0xB971  "שבוע המסח"
code 0x54B0 -> data 0xB7BA  "מצרי"
code 0x54CA -> data 0xB7BA  "מצרי"
code 0x54E8 -> data 0xB7BA  "מצרי"
code 0x5506 -> data 0xB7BA  "מצרי"
code 0x5524 -> data 0xB7B9  "מצרים"
code 0x552C -> data 0x7AE8  "קנית !!"
code 0x5542 -> data 0xB7B9  "מצרים"
code 0x5560 -> data 0xB7B9  "מצרים"
code 0x557E -> data 0xB7B9  "מצרים"
code 0x559A -> data 0x84E8  "אין לך כסף "
code 0x559B -> data 0xB885  "מאפשר ל"
code 0x559C -> data 0xB7B9  "מצרים"
code 0x55B9 -> data 0xB867  "הנזק שנגרם ל"
code 0x55BA -> data 0xB7B9  "מצרים"
code 0x5639 -> data 0xB800  "לא ניתן לנסוע"
code 0x563F -> data 0xB7B8  "מצרים"
code 0x564E -> data 0xB995  "הקש  "
code 0x5652 -> data 0x9093  "מצאת מטמו"
code 0x5658 -> data 0x9094  "מצאת מטמ"
code 0x566A -> data 0xB7BA  "מצרי"
code 0x566F -> data 0xAFE0  "ולא תוכל להג"
code 0x56D5 -> data 0xBAE8  "ה מ ש ח ק   ה ס ת י ם  ! "
code 0x56F6 -> data 0xB800  "לא ניתן לנסוע"
code 0x5712 -> data 0x848D  "~םLLךB"
code 0x5725 -> data 0xB7BA  "מצרי"
code 0x572A -> data 0xAFE0  "ולא תוכל להג"
code 0x5731 -> data 0xB90A  " הבנק  "
code 0x5793 -> data 0xB800  "לא ניתן לנסוע"
code 0x57AF -> data 0x848D  "~םLLךB"
code 0x57C2 -> data 0xB7B9  "מצרים"
code 0x57C7 -> data 0xAFE0  "ולא תוכל להג"
code 0x57CE -> data 0xB86D  "הנזק ש"
code 0x5819 -> data 0xB800  "לא ניתן לנסוע"
code 0x5832 -> data 0x9984  "להשיג "
code 0x5842 -> data 0x8E07  "שווי ה"
code 0x5843 -> data 0x848F  "~םLL"
code 0x584A -> data 0xAFE8  "ולא "
code 0x5889 -> data 0x6DE8  "~ם שקל נלקחו "
code 0x58D6 -> data 0xB800  "לא ניתן לנסוע"
code 0x58DB -> data 0xB4F4  "תקבענה "
code 0x58EF -> data 0x9984  "להשיג "
code 0x58FA -> data 0xB801  "לא ניתן לנסוע"
code 0x58FF -> data 0x8E07  "שווי ה"
code 0x5900 -> data 0x848F  "~םLL"
code 0x5956 -> data 0xB8FF  " הבנק  סגור  היום"
code 0x595B -> data 0xB474  "זהו יום המסחר ה"
code 0x5981 -> data 0xB800  "לא ניתן לנסוע"
code 0x599A -> data 0x9984  "להשיג "
code 0x59AA -> data 0x8E07  "שווי ה"
code 0x59AB -> data 0x848F  "~םLL"
code 0x5A01 -> data 0xB8FF  " הבנק  סגור  היום"
code 0x5A2A -> data 0xB3A5  "~ם ש"ח"
code 0x5A42 -> data 0xB800  "לא ניתן לנסוע"
code 0x5A5B -> data 0x9984  "להשיג "
code 0x5A5F -> data 0x9093  "מצאת מטמו"
code 0x5A6B -> data 0x76E8  ", אם תמכור לו"
code 0x5A74 -> data 0x6DE8  "~ם שקל נלקחו "
code 0x5AC4 -> data 0xB8FF  " הבנק  סגור  היום"
code 0x5B13 -> data 0xBC7E  "רביעי"
code 0x5B2B -> data 0xBC46  "ראשו"
code 0x5B34 -> data 0xB3A4  "~ם ש"ח"
code 0x5B69 -> data 0xBC08  " נחושת"
code 0x5BFB -> data 0x7CC8  "כספך אינו"
code 0x5C56 -> data 0x76E8  ", אם תמכור לו"
code 0x5C9E -> data 0x7349  "האם אתה מעונין למ"
code 0x5CB6 -> data 0xB801  "לא ניתן לנסוע"
code 0x5CD2 -> data 0xB800  "לא ניתן לנסוע"
code 0x5CD9 -> data 0x8DB8  "לרוע מזלך, ספינ"
code 0x5D3D -> data 0xB805  "לא ניתן ל"
code 0x5DB5 -> data 0xB802  "לא ניתן לנסו"
code 0x5DBC -> data 0x8DB8  "לרוע מזלך, ספינ"
code 0x5E2F -> data 0xB7BA  "מצרי"
code 0x5E3A -> data 0xBAF3  "ה מ ש ח ק   ה "
code 0x5E40 -> data 0xBAB8  "אין באפשרו"
code 0x5E58 -> data 0xBAD5  "הנזק שנגר"
code 0x5E68 -> data 0x8F3D  "שודדי הים, וקיב"
code 0x5E89 -> data 0xB7BA  "מצרי"
code 0x5EA5 -> data 0x633D  "מחיר ה"
code 0x5F02 -> data 0x58E9  "אתה מוכן "
code 0x5F1E -> data 0x58E9  "אתה מוכן "
code 0x5F3A -> data 0x58E9  "אתה מוכן "
code 0x5F56 -> data 0x58E9  "אתה מוכן "
code 0x5F72 -> data 0x58E9  "אתה מוכן "
code 0x5F8E -> data 0x58E9  "אתה מוכן "
code 0x5FAA -> data 0x58E9  "אתה מוכן "
code 0x5FC6 -> data 0x58E9  "אתה מוכן "
code 0x5FE2 -> data 0x58E9  "אתה מוכן "
code 0x6054 -> data 0xAFE0  "ולא תוכל להג"
code 0x6129 -> data 0x58E9  "אתה מוכן "
code 0x613B -> data 0x9985  "להשיג"
code 0x6140 -> data 0xB804  "לא ניתן לנ"
code 0x6159 -> data 0x88E8  "ץGי6"
code 0x6161 -> data 0x8D87  "^כ שקלים."
code 0x616A -> data 0xC5BA  "וך.^"
code 0x616F -> data 0xAFE8  "ולא "
code 0x6186 -> data 0x58E9  "אתה מוכן "
code 0x6198 -> data 0x968C  "נפגעה תו"
code 0x621A -> data 0x58E9  "אתה מוכן "
code 0x621E -> data 0x88E8  "ץGי6"
code 0x6229 -> data 0x9780  "ר~םL"
code 0x6230 -> data 0xB804  "לא ניתן לנ"
code 0x623F -> data 0xBAE8  "ה מ ש ח ק   ה ס ת י ם  ! "
code 0x6251 -> data 0x8D87  "^כ שקלים."
code 0x625D -> data 0xC516  "ד 0987654321תשרקצץפףעסנןמםלכךיטחזוהד"
code 0x6276 -> data 0x58E9  "אתה מוכן "
code 0x6288 -> data 0x968C  "נפגעה תו"
code 0x629B -> data 0xAD2F  "dוכק"
code 0x630A -> data 0x58E9  "אתה מוכן "
code 0x630F -> data 0xA899  "בעלי ספינות המשמר דו"
code 0x6320 -> data 0xB804  "לא ניתן לנ"
code 0x6339 -> data 0xA8E8  "~ם, בשל הים הסוער."
code 0x6341 -> data 0x8D87  "^כ שקלים."
code 0x6366 -> data 0x58E9  "אתה מוכן "
code 0x6378 -> data 0x968C  "נפגעה תו"
code 0x6383 -> data 0x76E8  ", אם תמכור לו"
code 0x6384 -> data 0xAD77  "ה ג ע ת   ב ש ל ו ם"
code 0x63BD -> data 0xAB1B  "Nחט6"
code 0x63F7 -> data 0xAF1C  "םLL_"
code 0x63FA -> data 0xAFE5  "ולא תוכ"
code 0x6450 -> data 0xA8E8  "~ם, בשל הים הסוער."
code 0x647B -> data 0xAF64  "ישראל"
code 0x6482 -> data 0x76E8  ", אם תמכור לו"
code 0x64F4 -> data 0xAEEB  "םLL_"
code 0x657D -> data 0xAD7D  "ה ג ע ת   ב ש"
code 0x65CC -> data 0xAD2E  "dוכק"
code 0x65D6 -> data 0xAD3D  "fוכק"
code 0x6675 -> data 0xB1FF  "אין לך כל-כך הרבה כ"
code 0x66A4 -> data 0x58E9  "אתה מוכן "
code 0x66A6 -> data 0xB800  "לא ניתן לנסוע"
code 0x66BC -> data 0xC508  "ד 0987654321תשרקצץפףעסנןמםלכךיטחזוהדגבא&<AREM>P:GX"
code 0x66C2 -> data 0xA816  "כמה ספינות את"
code 0x66DD -> data 0x58E9  "אתה מוכן "
code 0x66FA -> data 0x74E8  "לכל טון של"
code 0x670A -> data 0x58E9  "אתה מוכן "
code 0x670C -> data 0xB800  "לא ניתן לנסוע"
code 0x6727 -> data 0xAFE8  "ולא "
code 0x6743 -> data 0x58E9  "אתה מוכן "
code 0x6772 -> data 0xB800  "לא ניתן לנסוע"
code 0x67A7 -> data 0x58E9  "אתה מוכן "
code 0x67D6 -> data 0xB800  "לא ניתן לנסוע"
code 0x680D -> data 0x58E9  "אתה מוכן "
code 0x683D -> data 0xB800  "לא ניתן לנסוע"
code 0x6842 -> data 0xA58D  "ה ס פ י "
code 0x6872 -> data 0x58E9  "אתה מוכן "
code 0x68A2 -> data 0xB800  "לא ניתן לנסוע"
code 0x68D7 -> data 0x58E9  "אתה מוכן "
code 0x6926 -> data 0x7CC8  "כספך אינו"
code 0x692D -> data 0x74A3  "הוא מוכן ל"
code 0x6931 -> data 0x74A1  "הוא מוכן להצ"
code 0x693D -> data 0x58FF  "כמה טון"
code 0x693F -> data 0x7349  "האם אתה מעונין למ"
code 0x6951 -> data 0xA587  "ה ס פ י נ ה   "
code 0x69A4 -> data 0xB804  "לא ניתן לנ"
code 0x69ED -> data 0x88F2  "ףGי6"
code 0x69F9 -> data 0x76E8  ", אם תמכור לו"
code 0x69FA -> data 0xAD77  "ה ג ע ת   ב ש ל ו ם"
code 0x6A0C -> data 0x88F2  "ףGי6"
code 0x6A23 -> data 0xAD81  "ה ג ע ת  "
code 0x6A5C -> data 0xA1B4  "ה ס פ "
code 0x6A60 -> data 0xB801  "לא ניתן לנסוע"
code 0x6A9F -> data 0xAD2F  "dוכק"
code 0x6AAF -> data 0xAD2E  "dוכק"
code 0x6B1D -> data 0xAC54  "Nחך6"
code 0x6BBA -> data 0xAD3E  "fוכק"
code 0x6BDA -> data 0x9FCE  "עקב תנאי הראות הגרועי"
code 0x6C04 -> data 0xBAB3  "אין באפשרותך לת"
code 0x6C07 -> data 0xA219  "נאלצת ל"
code 0x6C78 -> data 0x8E04  "שווי הנזק"
code 0x6C79 -> data 0x848F  "~םLL"
code 0x6CB0 -> data 0x9093  "מצאת מטמו"
code 0x6CE0 -> data 0x4BA1  "ישראל"
code 0x6CEF -> data 0xA2F0  "dוכק"
code 0x6CFD -> data 0xAA74  "Oחכ6"
code 0x6D22 -> data 0x6DE8  "~ם שקל נלקחו "
code 0x6D2F -> data 0x7CC8  "כספך אינו"
code 0x6D36 -> data 0x74A3  "הוא מוכן ל"
code 0x6D3A -> data 0x74A1  "הוא מוכן להצ"
code 0x6D41 -> data 0x74A1  "הוא מוכן להצ"
code 0x6D4C -> data 0x74A1  "הוא מוכן להצ"
code 0x6D5D -> data 0x7349  "האם אתה מעונין למ"
code 0x6D66 -> data 0xB8FF  " הבנק  סגור  היום"
code 0x6DA4 -> data 0xA02B  "נגרם ל"
code 0x6DD2 -> data 0xB800  "לא ניתן לנסוע"
code 0x6DD7 -> data 0x9FF8  "בלילה - על"
code 0x6DE6 -> data 0x8D87  "^כ שקלים."
code 0x6DEA -> data 0x9687  "נפגעה תוך כדי"
code 0x6DEF -> data 0x968C  "נפגעה תו"
code 0x6E1E -> data 0xB800  "לא ניתן לנסוע"
code 0x6E38 -> data 0x8D87  "^כ שקלים."
code 0x6E3B -> data 0x9687  "נפגעה תוך כדי"
code 0x6E40 -> data 0x9093  "מצאת מטמו"
code 0x6E82 -> data 0xB802  "לא ניתן לנסו"
code 0x6EA5 -> data 0xB4B1  "את כל"
code 0x6EAF -> data 0xB808  "לא נית"
code 0x6EB1 -> data 0x6DE8  "~ם שקל נלקחו "
code 0x6EBF -> data 0xB497  "זכור למכו"
code 0x6ED6 -> data 0x9CD2  "וטעות בנוו"
code 0x6ED9 -> data 0xB47D  "זהו יו"
code 0x6EE6 -> data 0x9F3A  "עקב הסערה נגר"
code 0x6EF0 -> data 0x9CB8  "כתוצאה מרו"
code 0x6EF9 -> data 0x76E8  ", אם תמכור לו"
code 0x6EFA -> data 0xA877  "מחיר כל ספינת"
code 0x6F40 -> data 0xB8FF  " הבנק  סגור  היום"
code 0x6F4D -> data 0xB816  "בשעה כה מאוחרת"
code 0x6F8E -> data 0x992E  "הנזק שב"
code 0x6F91 -> data 0x8D87  "^כ שקלים."
code 0x6F97 -> data 0xA0A4  "הנסיעה בספינת"
code 0x6FAF -> data 0x9984  "להשיג "
code 0x6FB8 -> data 0xA02B  "נגרם ל"
code 0x6FC5 -> data 0xB800  "לא ניתן לנסוע"
code 0x6FE8 -> data 0xB800  "לא ניתן לנסוע"
code 0x6FF4 -> data 0x9FEF  "בלילה - עלית על שרט"
code 0x7003 -> data 0x9689  "נפגעה תוך כ"
code 0x700E -> data 0xA02D  "נגרם"
code 0x7011 -> data 0x9FD2  "עקב תנאי הראות הג"
code 0x7017 -> data 0xA024  "נגרם לספינתך "
code 0x7027 -> data 0xB800  "לא ניתן לנסוע"
code 0x7032 -> data 0xAFE8  "ולא "
code 0x703E -> data 0x9098  "מצאת"
code 0x7049 -> data 0x9FF2  "בלילה - עלית על "
code 0x7054 -> data 0x9984  "להשיג "
code 0x705B -> data 0x8D89  "^כ שקלים"
code 0x705C -> data 0x848E  "~םLLך"
code 0x7067 -> data 0x9FD4  "עקב תנאי הראות "
code 0x7074 -> data 0xB096  "~םP`"
code 0x70A9 -> data 0xB801  "לא ניתן לנסוע"
code 0x70D7 -> data 0x9FD1  "עקב תנאי הראות הגר"
code 0x70D8 -> data 0x74A0  "הוא מוכן להצי"
